SESSIONE	FASCIA	SETTORE	BIBL?	ID CV	NUMERO DOI ESISTENTI	DOIS ESISTENTI	DOIS NON ESISTENTI	I1	I2	I3	SETTORE CONCORSUALE	SSD	S1	S2	S3
5	1	01-B1	B	98346	39	['10.1145/1183614.1183648', '10.1109/isit.2003.1228441', '10.1109/sfcs.2003.1238220', '10.1007/s10618-016-0477-7', '10.1140/epjst/e2015-50319-0', '10.1145/1718487.1718508', '10.1145/2723372.2723722', '10.1145/1935826.1935923', '10.1145/2623330.2623674', '10.1007/s00224-014-9602-4', '10.1145/1871437.1871515', '10.1137/s0097539703437831', '10.1145/1321440.1321488', '10.1145/1060745.1060784', '10.1007/s10951-006-7187-8', '10.1145/1376916.1376945', '10.1145/1401890.1401897', '10.1002/rsa.20071', '10.1145/2036264.2036278', '10.1145/2187836.2187950', '10.1007/978-3-642-23780-5_15', '10.1109/ICDM.2015.126', '10.1145/2911451.2914760', '10.1007/978-3-642-36694-9_3', '10.1007/s00778-007-0087-5', '10.1007/978-3-642-02930-1_28', '10.1145/2699671', '10.1016/j.tcs.2010.10.003', '10.1007/978-3-642-14165-2_11', '10.1016/j.ic.2004.06.002', '10.1109/ICDM.2006.72', '10.1145/1150402.1150411', '10.1007/s10115-007-0102-6', '10.1007/s00453-015-0021-y', '10.1007/978-3-642-41392-6_19', '10.1145/2090236.2090249', '10.1145/2740908.2745939', '10.1007/s11280-006-0222-z', '10.1137/1.9781611973402.3']	[]	9	1027	13	01/B1	-	8	216	8
5	1	01-B1	B	84813	70	['10.1109/P2P.2004.5', '10.1145/2831347.2831354', '10.1109/ICDEW.2006.128', '10.1145/2851613.2851640', '10.1109/P2P.2012.6335802', '10.1109/P2P.2011.6038753', '10.1109/SASO.2009.1', '10.1109/32.917522', '10.1007/11527800_22', '10.1145/1082469.1082470', '10.1016/j.comnet.2010.03.020', '10.1109/BigData.2013.6691555', '10.1007/11408901_13', '10.1109/TNSM.2007.070904', '10.1109/P2P.2005.4', '10.1145/1566966.1566967', '10.1109/TPDS.2012.124', '10.1109/WETICE.2008.36', '10.1109/Wetice.2009.15', '10.1109/WOWMOM.2009.5282449', '10.1145/952532.952608', '10.1007/s12083-013-0232-4', '10.1109/P2P.2012.6335820', '10.1145/1152934.1152937', '10.1109/ICPADS.2010.36', '10.1007/3-540-45074-2_12', '10.1007/978-3-662-48096-0_27', '10.1109/SASO.2007.25', '10.1109/ICDCS.2004.1281573', '10.1002/spe.v38:9', '10.1007/978-3-642-28583-7_6', '10.1109/P2P.2009.5284506', '10.1016/j.comnet.2015.12.005', '10.1109/P2P.2014.6934305', '10.1109/SASOW.2008.17', '10.1007/11767886_4', '10.1007/s00607-012-0220-1', '10.1016/j.comcom.2010.01.019', '10.1007/978-3-319-09873-9_23', '10.1109/P2P.2013.6688718', '10.1145/1993806.1993836', '10.1007/978-3-642-23400-2_29', '10.1109/IPDPS.2008.4536268', '10.1007/s00607-012-0203-2', '10.1007/978-3-540-85451-7_63', '10.1109/ICDCSW.2006.105', '10.1007/978-3-642-01129-0_10', '10.1109/ICC.2013.6655081', '10.1007/978-3-540-85257-5_1', '10.1145/1317379.1317388', '10.1109/ICDCS.2016.111', '10.1109/IPDPS.2008.4536199', '10.1007/978-3-540-24701-2_18', '10.1142/S0218843004000894', '10.1007/978-3-642-10865-5_18', '10.1145/2933267.2933299', '10.1109/P2P.2009.5284525', '10.1145/1151374.1151379', '10.1007/978-3-642-32820-6_27', '10.1007/978-3-540-39962-9_89', '10.1016/j.procs.2016.08.293', '10.1016/j.bdr.2017.05.003', '10.1007/978-3-642-32820-6_36', '10.1109/P2P.2011.6038743', '10.1016/j.comnet.2009.03.013', '10.1145/2938503.2938506', '10.1007/s12083-012-0152-8', '10.1145/1569901.1570081', '10.1145/2304696.2304698', '10.1109/DSN.2004.1311873']	['10.1007/s12083.010.0070.6']	11	2135	20	01/B1	-	8	216	8
5	1	01-B1	B	95790	39	['10.5220/0005251001710177', '10.1007/b136149', '10.1007/978-3-319-09192-1', '10.5220/0006150500590067', '10.1007/11423287_7', '10.1145/2488551.2488579', '10.1186/s13015-014-0029-x', '10.1016/j.tcs.2017.05.023', '10.1109/CIBCB.2017.8058538', '10.1089/cmb.2010.0171', '10.1186/s12864-017-4273-6', '10.1093/bioinformatics/btw466', '10.1186/1748-7188-1-4', '10.1002/9781119078845.ch3', '10.1142/9781860947995_0006', '10.3390/a6020352', '10.1186/1471-2105-11-S1-S16', '10.1007/978-3-319-59826-0_14', '10.1093/bfgp/eln015', '10.1109/ICCABS.2016.7802770', '10.1007/978-3-662-44753-6_1', '10.1109/DCC.2004.1281452', '10.1109/TCBB.2014.2306830', '10.1186/s12920-016-0193-6', '10.1186/s12859-016-0980-2', '10.1089/cmb.2009.0045', '10.1109/DEXA.2013.36', '10.1016/j.tcs.2008.01.017', '10.1016/j.endm.2005.07.029', '10.1186/1471-2105-15-S9-S1', '10.1109/IPDPS.2006.1639539', '10.4230/LIPIcs.WABI.2017.7', '10.1089/cmb.2012.0256', '10.1186/1748-7188-8-7', '10.1109/TCBB.2013.2297924', '10.1142/S0129626404001817', '10.1093/bioinformatics/bti1051', '10.1007/978-3-642-39159-0_25', '10.1109/DEXA.2012.10']	[]	19	297	11	01/B1	-	8	216	8
5	1	01-B1	B	103203	39	['10.2495/ICTE131112', '10.2495/ICIE130762', '10.1109/ICAICT.2012.6398526', '10.1109/IEDEC.2013.6526760', '10.11138/ads/2015.6.2.047', '10.1145/2858796.2858801', '10.1109/EDUCON.2014.6826243', '10.1109/BLOCKS.2015.7368995', '10.1109/IEMBS.2007.4353861', '10.1007/978-94-007-7618-0_396', '10.1016/j.ajodo.2007.07.020', '10.1109/EDUCON.2014.6826147', '10.1145/3059009.3059067', '10.2495/CCCS130261', '10.1007/978-3-319-25768-6_17', '10.1109/ICCISci.2012.6297176', '10.2319/120506-491.1', '10.1016/j.pio.2011.10.003', '10.2316/P.2012.764-150', '10.2316/P.2012.764-167', '10.1109/BHI.2014.6864354', '10.1109/CBMS.2012.6266390', '10.2316/P.2013.791-157', '10.1109/IEDEC.2013.6526780', '10.1007/11785231_80', '10.1504/IJDMB.2015.069419', '10.1109/TITB.2008.2007755', '10.1007/978-3-319-25768-6_16', '10.1016/j.future.2011.01.002', '10.1155/2009/717102', '10.1109/EDUCON.2015.7096016', '10.1109/CBMS.2013.6627805', '10.1016/j.displa.2012.06.004', '10.1109/WETICE.2007.4407161', '10.1093/ejo/cjp122', '10.1109/ITAB.2009.5394368', '10.2316/P.2012.764-142', '10.1109/ITiME.2012.6291237', '10.2495/ICTE131122']	['10.1007/978-3-540-88411-8-23', '10.1007/978-94-007-7262-526']	10	226	8	01/B1	-	8	216	8
5	1	01-B1	B	86860	17	['10.1016/j.jnca.2016.03.011', '10.1007/978-3-319-31204-0_21', '10.1007/s11047-012-9326-9', '10.1016/j.asoc.2014.09.016', '10.1093/bioinformatics/btq649', '10.1109/HPCSim.2014.6903724', '10.1007/s10710-014-9220-6', '10.1109/PDP.2015.101', '10.1016/j.asoc.2016.05.044', '10.1016/j.ins.2013.09.049', '10.1145/2908961.2931682', '10.1007/978-3-319-16549-3_5', '10.1109/BigData.2015.7363967', '10.1016/j.asoc.2017.06.050', '10.1109/HPCS.2017.116', '10.1007/978-3-319-00930-8_4', '10.1007/978-3-662-45523-4_8']	['10.1007/978-3-642-37192-9-7']	14	492	13	01/B1	-	8	216	8
5	1	01-B1	B	74867	42	['10.1145/2465958.2465978', '10.1145/2133360.2133361', '10.1007/978-3-319-72150-7_74', '10.1007/978-3-319-60438-1_45', '10.1109/ASONAM.2009.65', '10.3233/IDA-120564', '10.1109/TNNLS.2016.2526063', '10.1007/11733492', '10.1007/11558590_22', '10.1007/s10506-014-9154-6', '10.1007/978-3-319-54241-6_8', '10.1007/978-3-319-46307-0_25', '10.1007/s10618-012-0292-8', '10.1016/j.neucom.2016.01.089', '10.1016/j.procs.2017.05.030', '10.1007/978-3-540-30214-8_18', '10.1007/s11042-014-2062-7', '10.1186/1471-2105-9-378', '10.1007/978-3-642-10291-2_43', '10.1007/978-3-642-04180-8_55', '10.1007/978-3-319-67786-6_22', '10.1201/9781584889977.ch6', '10.1016/j.eswa.2017.05.054', '10.1109/MCI.2016.2572518', '10.1007/s10618-012-0248-z', '10.1109/ASONAM.2016.7752439', '10.1007/s10994-017-5655-3', '10.1007/11615576_15', '10.1002/sam.10064', '10.3233/IDA-140671', '10.1007/978-3-319-71273-4_46', '10.1145/2481492.2481518', '10.1016/j.is.2016.06.009', '10.1007/978-3-319-11955-7_70', '10.1007/11564126_68', '10.1007/11504245_8', '10.1007/978-3-319-20062-0_16', '10.1007/11875604_49', '10.1007/978-3-642-41190-8_28', '10.1007/978-3-319-71970-2_1', '10.1007/11552253_27', '10.1007/978-3-642-03915-7_8']	[]	16	372	11	01/B1	-	8	216	8
5	1	01-B1	B	96111	75	['10.1109/TMI.2007.898551', '10.1007/978-3-642-37444-9_51', '10.1145/2647868.2654916', '10.1016/j.neucom.2006.01.015', '10.1016/j.robot.2014.08.001', '10.1016/j.neucom.2006.04.007', '10.1145/2660114.2660126', '10.1109/I2MTC.2012.6229429', '10.1145/1878039.1878048', '10.1145/2733373.2806273', '10.1109/CVPR.2017.25', '10.1007/s00138-016-0808-0', '10.5244/C.23.71', '10.1016/j.cviu.2016.10.010', '10.1109/IROS.2012.6385654', '10.1109/TNN.2006.875967', '10.1016/B978-0-12-809276-7.00017-5', '10.1109/IROS.2014.6943024', '10.1109/CVPR.2016.566', '10.1145/2663204.2663247', '10.1109/TNN.2007.909528', '10.1109/CVPR.2016.263', '10.1007/978-3-540-74825-0_3', '10.1145/3078971.3078986', '10.1007/978-3-642-33783-3_15', '10.1145/2733373.2806238', '10.1109/ICPR.2010.851', '10.1007/978-3-319-68560-1_32', '10.1109/IROS.2017.8206469', '10.1109/ICIP.2014.7025213', '10.1016/j.microrel.2004.07.058', '10.1109/ICIP.2009.5413994', '10.1109/LRA.2017.2705282', '10.1109/ICCV.2017.542', '10.1145/2505483.2505487', '10.1162/15324430152748227', '10.1109/TPAMI.2015.2477843', '10.1007/978-3-642-24085-0_22', '10.1109/ICPR.2014.601', '10.1016/j.neucom.2006.01.004', '10.1109/ICASSP.2014.6853797', '10.1109/IROS.2013.6696653', '10.1145/2733373.2806343', '10.1109/EnergyCon.2012.6348273', '10.1145/2964284.2986910', '10.1109/TPAMI.2015.2496269', '10.1109/TIP.2014.2365699', '10.1109/TMM.2016.2523421', '10.1109/ICPR.2010.45', '10.1109/CVPR.2011.5995578', '10.1007/978-3-540-74958-5_27', '10.1109/LRA.2016.2637444', '10.1109/ICCV.2013.150', '10.1016/j.robot.2014.12.004', '10.1109/ICPR.2014.717', '10.1109/EESMS.2012.6348402', '10.1145/2964284.2967198', '10.1109/ICIP.2013.6738585', '10.1109/TNN.2006.877539', '10.1145/2964284.2964329', '10.1109/ICPR.2016.7900132', '10.1016/j.jvcir.2013.05.011', '10.1109/TIP.2015.2438540', '10.1109/TPAMI.2012.131', '10.1007/978-3-319-16817-3_34', '10.1109/ICCV.2015.529', '10.1016/B978-0-12-809276-7.00005-9', '10.1145/2659021.2659046', '10.1109/CVPR.2017.451', '10.1007/978-3-540-79474-5_5', '10.1109/TCSII.2006.886244', '10.1109/CVPR.2017.59', '10.1007/s11263-017-1026-6', '10.1007/s11263-013-0692-2', '10.1109/ICPR.2014.634']	[]	19	1341	17	01/B1	-	8	216	8
5	1	01-B1	B	95994	40	['10.1007/s00453-014-9936-y', '10.1145/2911451.2914758', '10.1145/3077136.3080780', '10.1145/2684822.2685297', '10.1145/1412228.1455268', '10.1145/2911451.2911523', '10.1007/978-3-642-39206-1_43', '10.1007/s00453-015-9990-0', '10.1109/HPCS.2017.154', '10.4230/LIPIcs.CPM.2017.30', '10.1007/978-3-540-69068-9_17', '10.1145/3052773', '10.1145/2396761.2396786', '10.1145/1963192.1963201', '10.1007/s00453-010-9437-6', '10.1007/s00453-013-9782-3', '10.1007/978-3-662-44777-2_34', '10.1145/2736277.2741140', '10.1007/978-3-642-23719-5_64', '10.1137/1.9781611973402.115', '10.1016/j.tcs.2010.05.021', '10.1145/3077136.3080798', '10.1145/2348283.2348332', '10.1007/978-3-642-31265-6_23', '10.1145/2903141', '10.1137/120869511', '10.1007/978-3-642-04128-0_38', '10.1145/1868237.1868248', '10.1145/1277741.1277833', '10.1109/DCC.2014.48', '10.1145/1871437.1871592', '10.1145/2766462.2767733', '10.1016/j.tcs.2006.12.012', '10.1145/2987380', '10.1007/978-3-642-40450-4_40', '10.1145/2911451.2914802', '10.1007/978-3-642-39652-6', '10.1145/1989284.1989300', '10.4230/LIPIcs.ESA.2017.38', '10.1007/978-3-642-28997-2_17']	[]	11	484	12	01/B1	-	8	216	8
5	1	01-B1	B	97701	88	['10.1016/j.eswa.2016.08.068', '10.1109/WETICE.2009.52', '10.1109/SPEEDAM.2014.6872127', '10.1109/CIHLI.2014.7013395', '10.1093/comjnl/bxu147', '10.1007/b102133', '10.1109/WETICE.2013.39', '10.1145/1141277.1141647', '10.1109/APCASE.2015.24', '10.1145/2245276.2231971', '10.1515/eletel-2015-0043', '10.1007/978-3-319-24770-0_34', '10.3390/mi7070110', '10.1515/eletel-2015-0041', '10.1007/978-3-319-39378-0', '10.1109/CISIS.2013.96', '10.1109/APCASE.2015.48', '10.1109/WETICE.2005.33', '10.1007/978-3-319-46254-7_56', '10.1007/978-0-387-09663-6', '10.1109/ENABL.2004.27', '10.1109/IPDPSW.2010.5470863', '10.1007/978-3-319-19324-3_59', '10.1007/978-3-319-07173-2_3', '10.1109/WETICE.2014.98', '10.1109/WETICE.2014.33', '10.1145/2695664.2695905', '10.1109/IJCNN.2015.7280461', '10.1109/WETICE.2013.69', '10.1016/j.asoc.2017.08.057', '10.1109/ICSTW.2014.10', '10.1109/SSCI.2015.230', '10.1109/WETICE.2013.47', '10.1515/eletel-2015-0002', '10.1109/WETICE.2015.70', '10.1002/cpe.3031', '10.5755/j01.itc.46.1.13872', '10.3233/IA-150089', '10.1002/cpe.980', '10.1109/WETICE.2016.53', '10.1109/WETICE.2014.60', '10.1002/cpe.1104', '10.1109/WETICE.2005.53', '10.1109/WETICE.2012.105', '10.1109/TSG.2017.2718241', '10.1109/APSEC.2011.53', '10.1117/12.2197587', '10.1007/978-3-319-46254-7_48', '10.1016/j.jnca.2006.04.007', '10.1016/j.knosys.2017.04.003', '10.15439/2015F258', '10.1109/WETICE.2013.35', '10.1109/TAP.2010.2044324', '10.1109/CISIS.2013.99', '10.1109/WETICE.2016.51', '10.1109/WETICE.2012.106', '10.1007/978-3-319-24770-0_33', '10.1109/WETICE.2014.65', '10.1515/eletel-2015-0039', '10.1145/2245276.2232082', '10.1145/2695664.2695887', '10.1109/ISCC.2010.5546542', '10.1109/IJCNN.2015.7280556', '10.13140/2.1.1446.7843', '10.1109/WETICE.2006.33', '10.1109/TNNLS.2015.2480709', '10.1109/COMPSACW.2013.113', '10.1109/WETICE.2009.67', '10.1007/978-3-319-03524-6_45', '10.1002/cpe.945', '10.1504/IJCAT.2015.070490', '10.1007/978-3-319-46254-7_36', '10.1109/WETICE.2009.53', '10.1109/WETICE.2007.4407172', '10.1007/978-3-319-19324-3_8', '10.1109/COMPSACW.2013.114', '10.1109/APCASE.2015.40', '10.1109/SSCI.2015.209', '10.1145/1774088.1774548', '10.1109/COMPSACW.2013.25', '10.1109/ENABL.2004.59', '10.1109/WETICE.2007.4407156', '10.1109/WETICE.2008.54', '10.1515/amcs-2016-0010', '10.1145/967900.967997', '10.1109/WETICE.2010.54', '10.1109/APSEC.2013.123', '10.1016/j.neunet.2016.07.004']	['10.1109/PTP.2004.20']	19	875	19	01/B1	-	8	216	8
5	1	01-B1	B	105209	47	['10.1109/IMCTL.2015.7359591', '10.1007/978-3-642-03655-2_98', '10.1007/978-3-642-14562-9_3', '10.1145/1822018.1822053', '10.1145/2808435.2808453', '10.1145/3125571.3125598', '10.1007/978-3-319-44902-9_16', '10.1007/978-3-319-07509-9_57', '10.1007/978-1-84882-206-1_6', '10.1145/1996461.1996548', '10.1007/978-3-319-68560-1_8', '10.1007/978-3-642-34898-3_3', '10.1145/2494603.2480307', '10.1080/0144929X.2011.563795', '10.1007/978-3-319-20684-4_36', '10.1145/2607023.2610283', '10.3390/fi8020010', '10.1007/978-3-540-70569-7_18', '10.1007/978-3-642-34347-6_3', '10.1109/ICIP.2014.7025391', '10.1145/2933242.2948129', '10.2312/3dor.20161079', '10.1007/978-3-319-20804-6_3', '10.1145/2702613.2725452', '10.1145/2499149.2499161', '10.1007/978-3-642-23768-3_94', '10.1007/978-3-642-34347-6_21', '10.1007/978-3-642-40276-0_11', '10.1016/j.ijhcs.2015.10.008', '10.1145/2909132.2909287', '10.1145/2933242.2935876', '10.1145/2912124', '10.1016/j.jss.2011.05.025', '10.3233/978-1-60750-042-1-388', '10.1145/1570433.1570451', '10.1145/2607023.2610282', '10.1007/978-3-642-40276-0_17', '10.1016/j.intcom.2009.06.001', '10.1007/978-3-642-34898-3_39', '10.1109/IMCTL.2015.7359574', '10.1145/2607023.2611452', '10.1007/978-3-642-21530-8_5', '10.1007/978-3-642-00427-8_15', '10.1016/j.ecoinf.2012.04.002', '10.1007/978-3-319-18425-8_17', '10.1145/1614390.1614394', '10.1016/j.cag.2016.08.002']	[]	10	475	11	01/B1	-	8	216	8
5	1	01-B1	B	76231	44	['10.1109/IRI.2013.6642462', '10.1145/1497308.1497329', '10.1145/2566486.2568013', '10.1007/978-3-642-40276-0_14', '10.1145/1835449.1835620', '10.1007/978-3-642-02121-3_32', '10.1007/978-3-642-41335-3_40', '10.1109/LA-WEB.2008.8', '10.1007/s00778-013-0324-z', '10.1145/1871437.1871661', '10.1007/11735106_48', '10.1145/3132847.3132978', '10.1007/s10791-015-9266-y', '10.1145/1835449.1835624', '10.1109/IALP.2016.7875927', '10.1145/1316874.1316879', '10.1007/978-3-540-85481-4_15', '10.1016/j.comnet.2015.05.018', '10.1007/978-3-540-78646-7_56', '10.1145/2348283.2348304', '10.1007/978-3-642-14556-8_26', '10.1145/1863879.1863883', '10.1007/s10791-010-9135-7', '10.1145/1967486.1967557', '10.1007/978-3-642-28997-2_5', '10.1145/2187836.2187900', '10.1007/978-3-642-03761-0_26', '10.1007/978-3-540-85902-4_23', '10.1145/1998076.1998151', '10.1007/978-3-642-00958-7_19', '10.1016/j.websem.2009.12.001', '10.1007/978-3-642-03761-0_25', '10.1007/978-3-642-36973-5_50', '10.3233/SW-2012-0064', '10.1145/2736277.2741685', '10.1007/978-3-642-34044-4_5', '10.1007/11735106_49', '10.1145/2702123.2702443', '10.1016/j.websem.2015.12.005', '10.1109/LA-WEB.2009.14', '10.1109/MIS.2015.66', '10.1145/2661829.2661942', '10.1007/978-3-642-15464-5_28', '10.1145/2872427.2883030']	['10.1007/978-3-642-35173-0-22']	8	701	13	01/B1	-	8	216	8
5	1	01-B1	B	96445	9	['10.1109/ITW.2003.1216720', '10.1007/978-3-540-45208-9_25', '10.1016/j.jss.2014.03.079', '10.1007/978-3-642-21554-4', '10.1016/j.future.2015.11.026', '10.1007/978-3-642-05434-1_9', '10.3934/amc.2017040', '10.1016/j.tcs.2015.02.042', '10.1007/978-3-642-31410-0_23']	[]	9	634	11	01/B1	-	8	216	8
5	1	01-B1	B	89421	62	['10.1145/3067695.3084217', '10.1007/978-3-540-75444-2_34', '10.1080/15376494.2010.483319', '10.1007/3-540-31662-0_4', '10.1109/CEC.2016.7748324', '10.1007/978-3-540-88079-0_12', '10.1109/TEVC.2006.882433', '10.1007/11676935_20', '10.1016/j.neucom.2015.04.094', '10.1007/978-3-540-78761-7_27', '10.1145/1555284.1555289', '10.1002/9780470823941', '10.1007/978-3-662-45523-4_7', '10.1007/11676935_19', '10.1007/978-3-540-70706-6_4', '10.1109/CEC.2006.1688612', '10.1109/INDIN.2015.7281981', '10.1007/3-540-32400-3_12', '10.1007/978-3-540-71805-5_28', '10.1007/978-3-540-71605-1_33', '10.1007/978-3-540-89619-7_36', '10.1109/PDP.2007.6', '10.1007/978-3-540-68111-3_105', '10.1007/11732242_36', '10.1007/978-3-642-37192-9', '10.1007/978-3-642-37192-9_35', '10.1007/978-1-4615-1361-2_13', '10.1109/TEVC.2004.837341', '10.3233/978-1-58603-891-5-783', '10.1109/ICDAR.2003.1227747', '10.1007/11729976_3', '10.1145/3067695.3084214', '10.1016/j.ins.2014.03.083', '10.1016/j.asoc.2005.09.004', '10.1007/978-3-642-01636-3', '10.1007/978-3-319-31204-0', '10.1007/978-3-642-35533-2_14', '10.1145/2001576.2001719', '10.1007/978-3-642-01636-3_9', '10.1007/978-3-319-31153-1', '10.1145/1066677.1066897', '10.1145/1066677.1066890', '10.1007/978-3-662-45523-4', '10.1142/S0218001407005284', '10.1145/1066677.1066891', '10.1007/978-3-540-78671-9', '10.1109/ISCC.2017.8024543', '10.1109/SITIS.2016.107', '10.1016/j.asoc.2007.10.013', '10.1007/978-3-642-01129-0_5', '10.1007/3-540-31662-0_34', '10.1109/PDP.2007.36', '10.1007/978-3-642-14156-0_1', '10.1109/CEC.2016.7744391', '10.1007/978-3-319-16549-3', '10.1109/SOCPAR.2013.7054149', '10.1016/j.physa.2006.04.025', '10.1007/3-540-32400-3', '10.1016/j.ins.2012.04.027', '10.1145/2576768.2598340', '10.1007/S10115-003-0143-4', '10.1016/j.physa.2006.01.078']	['10.1007/978-3-642-37192-9-35']	7	609	14	01/B1	-	8	216	8
5	1	01-B1	B	88536	56	['10.1109/MIPRO.2016.7522239', '10.1007/978-3-642-10248-6_2', '10.1145/2933267.2933312', '10.1145/1595696.1595718', '10.1007/978-3-642-24755-2_17', '10.4108/eai.25-10-2016.2266628', '10.1007/978-3-319-75178-8_9', '10.1109/TIT.2006.878228', '10.1109/ICAS.2009.49', '10.1109/MASCOTS.2005.29', '10.1109/IPDPS.2003.1213411', '10.1145/1010621.1010625', '10.1145/781027.781039', '10.1109/NCCA.2011.11', '10.1109/TSC.2016.2633266', '10.4108/eai.25-10-2016.2266742', '10.1007/978-3-642-32439-0_4', '10.4108/ICST.CROWNCOM2010.9243', '10.1007/978-3-642-10625-5_27', '10.1109/TPDS.2014.2350495', '10.1109/TNET.2004.838612', '10.1109/ICWS.2007.91', '10.1109/TSE.2011.68', '10.1109/INM.2015.7140276', '10.1002/cpe.4334', '10.1109/SOSE.2011.6139098', '10.1007/978-3-642-17358-5_26', '10.1109/ICC.2005.1494594', '10.1145/1294928.1294936', '10.1145/2675743.2776766', '10.1109/18.971737', '10.1145/3092819.3092827', '10.1007/s10107-015-0881-6', '10.1007/978-3-642-24755-2_16', '10.1145/1328690.1328719', '10.1145/2185395.2185445', '10.1109/OCEANSAP.2016.7485478', '10.1109/ISCC.2015.7405527', '10.1145/3092819.3092823', '10.1109/ICON.2003.1266178', '10.1109/NCCA.2014.15', '10.1109/MASS.2012.6502510', '10.1109/PCCC.2010.5682302', '10.1109/TNET.2006.880182', '10.1109/NETWKS.2014.6958523', '10.1109/WCNCW.2014.6934852', '10.1109/CLOUD.2013.102', '10.1109/MASCOT.2009.5366607', '10.1109/MASCOTS.2007.19', '10.1007/978-3-319-74183-3_14', '10.1109/TNET.2002.805026', '10.1016/j.peva.2011.05.003', '10.1109/WCNCW.2014.6934851', '10.1109/TMC.2018.2807842', '10.1145/1089444.1089497', '10.1109/MASCOTS.2016.55']	[]	9	876	17	01/B1	-	8	216	8
5	1	01-B1	B	93973	113	['10.1016/j.entcs.2014.12.014', '10.1109/GLOCOM.2009.5425795', '10.1109/ISSREW.2012.92', '10.1109/QEST.2005.22', '10.4018/IJDWM.2016040101', '10.1007/978-3-319-31559-1_4', '10.1109/MASCOTS.2010.54', '10.1109/QEST.2008.47', '10.4108/eai.25-10-2016.2266566', '10.1016/j.entcs.2005.01.014', '10.7148/2016-0527', '10.1109/MASCOT.2004.1348180', '10.1016/j.peva.2005.11.002', '10.1007/978-3-319-22635-4_7', '10.5721/EuJRS20154811', '10.1016/j.peva.2005.01.001', '10.1109/PERCOM.2008.100', '10.1016/j.peva.2005.07.023', '10.1016/j.peva.2016.09.002', '10.1109/QEST.2005.10', '10.1007/s10479-014-1591-9', '10.4108/ICST.VALUETOOLS2009.7677', '10.1007/978-3-642-30782-9_8', '10.1016/j.jocs.2017.10.003', '10.4108/icst.simutools.2013.251751', '10.1145/3092819.3092824', '10.1117/12.2181817', '10.1109/IPDPS.2006.1639638', '10.1109/WD.2013.6686526', '10.1007/978-3-319-40265-9_20', '10.1109/DSN.2005.13', '10.1007/978-3-642-04636-0_74', '10.1016/j.future.2013.12.036', '10.1145/3077839.3084026', '10.1007/978-3-319-40265-9_21', '10.1007/978-3-540-72522-0_7', '10.1007/978-3-642-13568-2_16', '10.1016/j.peva.2007.06.027', '10.1109/ADCOM.2006.4289934', '10.1016/j.peva.2010.11.007', '10.1002/cpe.4153', '10.1016/j.peva.2014.02.004', '10.4108/icst.valuetools.2013.254398', '10.1109/IV.2007.34', '10.1016/j.entcs.2011.09.004', '10.1109/ADVCOMP.2009.25', '10.1109/MASCOTS.2014.71', '10.1002/cpe.3750', '10.1016/j.entcs.2009.02.050', '10.1007/978-3-319-61428-1_12', '10.1016/j.future.2013.07.016', '10.4108/icst.valuetools.2014.258214', '10.1109/ICCD.2014.6974677', '10.1109/ICSENS.2010.5689994', '10.7148/2014-0480', '10.1007/978-3-319-43904-4_5', '10.1016/j.entcs.2016.09.021', '10.1007/978-3-642-25575-5_3', '10.1016/j.entcs.2013.07.005', '10.1109/MOBHOC.2007.4428663', '10.1016/S0951-8320(03)00089-9', '10.1109/ISoLA.2006.35', '10.1109/QEST.2006.42', '10.4108/ICST.VALUETOOLS2009.7672', '10.1007/978-3-642-33365-1_11', '10.1109/DSN.2004.1311954', '10.1007/978-3-319-46433-6_13', '10.1109/ISSREW.2008.5355517', '10.1016/j.peva.2006.11.003', '10.1109/QEST.2012.23', '10.1007/978-3-642-02205-0_26', '10.1016/j.entcs.2010.01.007', '10.1007/978-3-319-18579-8', '10.4108/eai.25-10-2016.2267025', '10.1007/3-540-44919-1_14', '10.7148/2013-0511', '10.1007/978-3-642-00768-2_5', '10.1016/j.ress.2014.05.010', '10.1007/978-3-662-43505-2_69', '10.1002/spe.2269', '10.4018/978-1-4666-4659-9', '10.1016/j.entcs.2005.04.018', '10.1016/j.entcs.2014.12.012', '10.7148/2016-0621', '10.1007/s10479-007-0297-7', '10.1007/978-3-642-39408-9_9', '10.1007/978-3-319-10885-8_2', '10.1007/978-3-319-15786-3_6', '10.1016/j.entcs.2015.10.019', '10.1109/ECC.2014.6862254', '10.1002/9781119307723', '10.4108/icst.valuetools.2013.254399', '10.4108/icst.valuetools.2011.245727', '10.1007/978-3-540-27793-4_11', '10.1007/978-3-642-24749-1_21', '10.1007/978-3-540-68982-9_7', '10.1016/j.camwa.2012.03.009', '10.1007/978-3-319-33786-9', '10.1007/978-3-319-08219-6_2', '10.3390/electronics5040090', '10.1109/HASE.2010.27', '10.1007/978-3-319-08219-6_17', '10.7148/2015-0138', '10.1007/978-3-642-02924-0_18', '10.1109/TWC.2011.011311.100188', '10.1007/978-3-319-48511-9_11', '10.1007/978-3-642-03552-4_31', '10.1016/j.future.2015.07.006', '10.1109/MASCOTS.2013.54', '10.1002/cpe.3504', '10.1007/s11390-008-9142-y', '10.1007/978-3-642-21713-5_19', '10.1007/978-3-642-15784-4_9']	['10.1007/978-3-642-40725-3-17', '10.4108/icst.valuetools.2012.250285']	27	916	18	01/B1	-	8	216	8
